address,latitude,longitude,url
Ministop -  Lý Tự Trọng 2 ,10.7742444,106.6950615,"https://www.google.com/maps/place/Ministop+-+L%C3%BD+T%E1%BB%B1+Tr%E1%BB%8Dng+2/@10.7742444,106.6950615,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f5ee2a6f757:0x231cc6dfc458fd6!8m2!3d10.7742391!4d106.6976364!16s%2Fg%2F11svfntrzy?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Thạch Thị Thanh ,10.790455,106.6895403,"https://www.google.com/maps/place/MINISTOP+TH%E1%BA%A0CH+TH%E1%BB%8A+THANH/@10.790455,106.6895403,17z/data=!3m1!4b1!4m6!3m5!1s0x31752977661ab321:0xe94825b4124fd61!8m2!3d10.7904497!4d106.6921152!16s%2Fg%2F11ks077jsc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Nguyễn Văn Khối ,10.8451488,106.6515686,"https://www.google.com/maps/place/Ministop/@10.8451488,106.6515686,17z/data=!3m1!4b1!4m6!3m5!1s0x317529f2a90c65dd:0x1e4becc9eae70918!8m2!3d10.8451435!4d106.6541435!16s%2Fg%2F11stbfx6yg?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Lý Thánh Tông ,10.7670707,106.6274667,"https://www.google.com/maps/place/Ministop+L%C3%BD+Th%C3%A1nh+T%C3%B4ng+-+S200/@10.7670707,106.6274667,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f08c027c90b:0x54828d333b192a3!8m2!3d10.7670654!4d106.6300416!16s%2Fg%2F11st68zc7k?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Đường số 28 ,10.8437927,106.6785195,"https://www.google.com/maps/place/C%E1%BB%ADa+h%C3%A0ng+ti%E1%BB%87n+l%E1%BB%A3i+ministop/@10.8437927,106.6785195,17z/data=!3m1!4b1!4m6!3m5!1s0x317529001bc1daaf:0xb594d98674f820e0!8m2!3d10.8437874!4d106.6810944!16s%2Fg%2F11stdssk6c?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Đường số 59 ,10.8824519,106.7425725,"https://www.google.com/maps/search/Ministop+-++%C4%90%C6%B0%E1%BB%9Dng+s%E1%BB%91+59+/@10.8824519,106.7425725,12z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Huỳnh Văn Nghệ ,10.8297189,106.636088,"https://www.google.com/maps/place/Ministop+Hu%E1%BB%B3nh+V%C4%83n+Ngh%E1%BB%87/@10.8297189,106.636088,17z/data=!3m1!4b1!4m6!3m5!1s0x3175291691bb0c3b:0x3184fba11b21278a!8m2!3d10.8297136!4d106.6386629!16s%2Fg%2F11kqrggtpc?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Thạch Lam 2 ,10.7780014,106.6248688,"https://www.google.com/maps/search/Ministop+-++Th%E1%BA%A1ch+Lam+2+/@10.7780014,106.6248688,17z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Trịnh Đình Trọng 2 ,10.7756205,106.6368303,"https://www.google.com/maps/place/MINISTOP/@10.7756205,106.6368303,17z/data=!3m1!4b1!4m6!3m5!1s0x31752f4fe6ee2313:0x6c3cda2241cdcb63!8m2!3d10.7756152!4d106.6394052!16s%2Fg%2F11tjzm689g?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
Ministop -  Bùi Quang Là ,10.8350651,106.6369839,"https://www.google.com/maps/place/MINISTOP/@10.8350651,106.6369839,17z/data=!3m1!4b1!4m6!3m5!1s0x317529fd3f45ac89:0x446f7a34c821a828!8m2!3d10.8350598!4d106.6395588!16s%2Fg%2F11jt4g1qq0?entry=ttu&g_ep=EgoyMDI1MTAyOS4yIKXMDSoASAFQAw%3D%3D"
